fill	showSelected1	PANEL	group	ymin	ymax	xmin	xmax
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1330655760	1332833040
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	2	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1333334160	1335511440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
#FEE0D2	people slightly injured	1	1	0	1	1335926160	1338103440
