x	y	tooltip	group
-73.5517852973529	45.49812735	Piste cyclable en site propre	1274
-73.5520030008104	45.49812735	Piste cyclable en site propre	1274
-73.552054224999	45.49812735	Piste cyclable en site propre	1274
-73.5521293773459	45.49812735	Piste cyclable en site propre	1274
-73.5522239735059	45.49812735	Piste cyclable en site propre	1274
-73.5523039086861	45.49812735	Piste cyclable en site propre	1274
-73.5492134766074	45.49812735	Piste cyclable en site propre	1562
-73.548995775642	45.49812735	Piste cyclable en site propre	1562
-73.548811365402	45.49812735	Piste cyclable en site propre	1562
-73.548230038795	45.49812735	Piste cyclable en site propre	1562
-73.5479965976966	45.49812735	Piste cyclable en site propre	1562
-73.5740569025955	45.49812735	Piste cyclable en site propre	1752
-73.5740163265841	45.49812735	Piste cyclable en site propre	1752
-73.5739410097261	45.49812735	Piste cyclable en site propre	1752
-73.5738881086206	45.49812735	Piste cyclable en site propre	1752
-73.5535738175952	45.5252158997188	Piste cyclable en site propre	1
-73.5534606701615	45.5251889868693	Piste cyclable en site propre	1
-73.5530469843927	45.525081930856	Piste cyclable en site propre	1
-73.5527605057562	45.525006665143	Piste cyclable en site propre	1
-73.5473109232875	45.49812735	Piste cyclable en site propre	420
-73.5472633400075	45.49812735	Piste cyclable en site propre	420
-73.5471650998759	45.49812735	Piste cyclable en site propre	420
-73.5470422162293	45.49812735	Piste cyclable en site propre	420
-73.5468835960391	45.49812735	Piste cyclable en site propre	420
-73.5467754939937	45.49812735	Piste cyclable en site propre	420
-73.5466645230985	45.49812735	Piste cyclable en site propre	420
-73.5465694020016	45.49812735	Piste cyclable en site propre	420
-73.5464722207124	45.49812735	Piste cyclable en site propre	420
-73.5464033753725	45.49812735	Piste cyclable en site propre	420
-73.5463311700966	45.49812735	Piste cyclable en site propre	420
-73.5462805838466	45.49812735	Piste cyclable en site propre	420
-73.5462362959244	45.49812735	Piste cyclable en site propre	420
-73.5462173810196	45.49812735	Piste cyclable en site propre	420
-73.5462205682345	45.49812735	Piste cyclable en site propre	420
-73.5599847695565	45.49812735	Piste cyclable en site propre	1803
-73.5600505645248	45.49812735	Piste cyclable en site propre	1803
-73.5601553408632	45.49812735	Piste cyclable en site propre	1803
-73.5608356916648	45.49812735	Piste cyclable en site propre	1803
-73.5612051784503	45.49812735	Piste cyclable en site propre	1803
-73.5612721085778	45.49812735	Piste cyclable en site propre	1803
-73.5613592728779	45.49812735	Piste cyclable en site propre	1803
-73.5615968097061	45.49812735	Piste cyclable en site propre	1803
-73.5617426946887	45.49812735	Piste cyclable en site propre	1803
-73.56188291442	45.49812735	Piste cyclable en site propre	1803
-73.5620253199744	45.49812735	Piste cyclable en site propre	1803
-73.56212597584	45.49812735	Piste cyclable en site propre	1803
-73.5622092745668	45.49812735	Piste cyclable en site propre	1803
-73.5622955037453	45.49812735	Piste cyclable en site propre	1803
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5413817	45.53188965	Piste cyclable en site propre	151
-73.5417135017883	45.53188965	Piste cyclable en site propre	212
-73.5416988231726	45.53188965	Piste cyclable en site propre	212
-73.5417072112009	45.53188965	Piste cyclable en site propre	212
-73.5417071821271	45.53188965	Piste cyclable en site propre	212
-73.5417010690163	45.53188965	Piste cyclable en site propre	212
-73.5413817	45.53188965	Piste cyclable en site propre	220
-73.5413817	45.53188965	Piste cyclable en site propre	220
-73.5413817	45.53188965	Piste cyclable en site propre	220
-73.5413817	45.53188965	Piste cyclable en site propre	220
-73.5413817	45.53188965	Piste cyclable en site propre	220
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	221
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	222
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	223
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	224
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	225
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	226
-73.5413817	45.53188965	Piste cyclable en site propre	227
-73.5413817	45.53188965	Piste cyclable en site propre	227
-73.5413817	45.53188965	Piste cyclable en site propre	227
-73.5413817	45.53188965	Piste cyclable en site propre	227
-73.5413817	45.53188965	Piste cyclable en site propre	227
-73.5413817	45.53188965	Piste cyclable en site propre	228
-73.5413817	45.53188965	Piste cyclable en site propre	228
-73.5413817	45.53188965	Piste cyclable en site propre	228
-73.5413817	45.53188965	Piste cyclable en site propre	228
-73.5413817	45.53188965	Piste cyclable en site propre	228
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5413817	45.53188965	Piste cyclable en site propre	235
-73.5435090369625	45.53188965	Piste cyclable en site propre	380
-73.5433438175915	45.53188965	Piste cyclable en site propre	380
-73.5432817271363	45.53188965	Piste cyclable en site propre	380
-73.543141466662	45.53188965	Piste cyclable en site propre	380
-73.542849216664	45.53188965	Piste cyclable en site propre	380
-73.5426292727056	45.53188965	Piste cyclable en site propre	380
-73.5423651040865	45.53188965	Piste cyclable en site propre	380
-73.5422729605763	45.53188965	Piste cyclable en site propre	380
-73.5421843544555	45.53188965	Piste cyclable en site propre	380
-73.5420717289189	45.53188965	Piste cyclable en site propre	380
-73.5419642960134	45.53188965	Piste cyclable en site propre	380
-73.5418654782843	45.53188965	Piste cyclable en site propre	380
-73.5417769184373	45.53188965	Piste cyclable en site propre	380
-73.5417304002269	45.53188965	Piste cyclable en site propre	380
-73.5439149471632	45.53188965	Piste cyclable en site propre	381
-73.5436688760496	45.53188965	Piste cyclable en site propre	381
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	382
-73.6109963	45.53188965	Piste cyclable en site propre	383
-73.6109963	45.53188965	Piste cyclable en site propre	383
-73.5449711569773	45.5284438103193	Piste cyclable en site propre	389
-73.5449695531111	45.5285036522312	Piste cyclable en site propre	389
-73.5449516297232	45.5285709556365	Piste cyclable en site propre	389
-73.5448870797177	45.5286850345281	Piste cyclable en site propre	389
-73.5448431553607	45.5287458727974	Piste cyclable en site propre	389
-73.5447800365081	45.5287848112538	Piste cyclable en site propre	389
-73.5456880156087	45.5260929090056	Piste cyclable en site propre	399
-73.5456724854939	45.5261307879278	Piste cyclable en site propre	399
-73.5456508746879	45.5262324051291	Piste cyclable en site propre	399
-73.5456651915757	45.5263266918939	Piste cyclable en site propre	399
-73.5456773907088	45.5264176852918	Piste cyclable en site propre	399
-73.5456642785172	45.5265008956705	Piste cyclable en site propre	399
-73.5455932588054	45.5267658927993	Piste cyclable en site propre	399
-73.5455651104188	45.5268940498989	Piste cyclable en site propre	399
-73.545544394734	45.5270233405902	Piste cyclable en site propre	399
-73.5817808909417	45.49812735	Piste cyclable en site propre	516
-73.5818225364945	45.49812735	Piste cyclable en site propre	516
-73.5819208161856	45.49812735	Piste cyclable en site propre	516
-73.582103871755	45.49812735	Piste cyclable en site propre	516
-73.5822195216265	45.49812735	Piste cyclable en site propre	516
-73.5828274906757	45.49812735	Piste cyclable en site propre	516
-73.5832696592943	45.49812735	Piste cyclable en site propre	516
-73.5833678171783	45.49812735	Piste cyclable en site propre	516
-73.5837554701656	45.49812735	Piste cyclable en site propre	516
-73.5837721874089	45.49812735	Piste cyclable en site propre	516
-73.5808696705756	45.49812735	Piste cyclable en site propre	527
-73.5816266712457	45.49812735	Piste cyclable en site propre	527
-73.5827183206644	45.49812735	Piste cyclable en site propre	539
-73.5825889727901	45.49812735	Piste cyclable en site propre	539
-73.5743955250679	45.49812735	Piste cyclable en site propre	540
-73.5745426999577	45.49812735	Piste cyclable en site propre	540
-73.574784978097	45.49812735	Piste cyclable en site propre	540
-73.5749869836371	45.49812735	Piste cyclable en site propre	540
-73.5725998468299	45.49812735	Piste cyclable en site propre	541
-73.5727459895229	45.49812735	Piste cyclable en site propre	541
-73.572815180571	45.49812735	Piste cyclable en site propre	541
-73.5728394725656	45.49812735	Piste cyclable en site propre	541
-73.5728111267242	45.49812735	Piste cyclable en site propre	541
-73.5727722312002	45.49812735	Piste cyclable en site propre	541
-73.5727474009207	45.49812735	Piste cyclable en site propre	541
-73.5727675718439	45.49812735	Piste cyclable en site propre	541
-73.5730221832907	45.49812735	Piste cyclable en site propre	541
-73.5716613265393	45.49812735	Piste cyclable en site propre	542
-73.5717691947119	45.49812735	Piste cyclable en site propre	542
-73.5718832659701	45.49812735	Piste cyclable en site propre	542
-73.5720282564377	45.49812735	Piste cyclable en site propre	542
-73.5721269581196	45.49812735	Piste cyclable en site propre	542
-73.5722347131654	45.49812735	Piste cyclable en site propre	542
-73.5723726380964	45.49812735	Piste cyclable en site propre	542
-73.5724981942734	45.49812735	Piste cyclable en site propre	542
-73.5674949460557	45.49812735	Piste cyclable en site propre	543
-73.5677712641652	45.49812735	Piste cyclable en site propre	543
-73.5678809308616	45.49812735	Piste cyclable en site propre	543
-73.5681510871931	45.49812735	Piste cyclable en site propre	543
-73.5688184363896	45.49812735	Piste cyclable en site propre	543
-73.5689868106749	45.49812735	Piste cyclable en site propre	543
-73.5691415545276	45.49812735	Piste cyclable en site propre	543
-73.569302240085	45.49812735	Piste cyclable en site propre	543
-73.5694572271179	45.49812735	Piste cyclable en site propre	543
-73.5696163344014	45.49812735	Piste cyclable en site propre	543
-73.5698507887378	45.49812735	Piste cyclable en site propre	543
-73.5699321922309	45.49812735	Piste cyclable en site propre	543
-73.5700471114302	45.49812735	Piste cyclable en site propre	543
-73.5705689433511	45.49812735	Piste cyclable en site propre	543
-73.5708789166555	45.49812735	Piste cyclable en site propre	543
-73.5660105974895	45.49812735	Piste cyclable en site propre	544
-73.5660623382254	45.49812735	Piste cyclable en site propre	544
-73.5661100153846	45.49812735	Piste cyclable en site propre	544
-73.5662914667408	45.49812735	Piste cyclable en site propre	544
-73.5663555235963	45.49812735	Piste cyclable en site propre	544
-73.5664169353116	45.49812735	Piste cyclable en site propre	544
-73.5664612885559	45.49812735	Piste cyclable en site propre	544
-73.5662595660139	45.49812735	Piste cyclable en site propre	545
-73.5664571163457	45.49812735	Piste cyclable en site propre	545
-73.5641149971511	45.49812735	Piste cyclable en site propre	546
-73.5640266428978	45.49812735	Piste cyclable en site propre	546
-73.5651502568084	45.49812735	Piste cyclable en site propre	547
-73.5652893404	45.49812735	Piste cyclable en site propre	547
-73.5652972454361	45.49812735	Piste cyclable en site propre	547
-73.5650380268728	45.49812735	Piste cyclable en site propre	547
-73.564951014351	45.49812735	Piste cyclable en site propre	547
-73.5649416493452	45.49812735	Piste cyclable en site propre	547
-73.5649868377362	45.49812735	Piste cyclable en site propre	547
-73.5651153055497	45.49812735	Piste cyclable en site propre	547
-73.5641204499546	45.49812735	Piste cyclable en site propre	548
-73.5642983594177	45.49812735	Piste cyclable en site propre	548
-73.564169907872	45.49812735	Piste cyclable en site propre	558
-73.5642628582101	45.49812735	Piste cyclable en site propre	558
-73.5643707204988	45.49812735	Piste cyclable en site propre	558
-73.5644517281838	45.49812735	Piste cyclable en site propre	558
-73.5645114999376	45.49812735	Piste cyclable en site propre	558
-73.5645758117862	45.49812735	Piste cyclable en site propre	558
-73.5646220444911	45.49812735	Piste cyclable en site propre	558
-73.5646804032467	45.49812735	Piste cyclable en site propre	558
-73.5646946302893	45.49812735	Piste cyclable en site propre	558
-73.564694196877	45.49812735	Piste cyclable en site propre	558
-73.5545774464239	45.53188965	Piste cyclable en site propre	569
-73.5546272384861	45.53188965	Piste cyclable en site propre	569
-73.5546221931998	45.53188965	Piste cyclable en site propre	569
-73.5545964706525	45.53188965	Piste cyclable en site propre	569
-73.5545815631683	45.53188965	Piste cyclable en site propre	569
-73.55456315942	45.53188965	Piste cyclable en site propre	569
-73.55454840073	45.53188965	Piste cyclable en site propre	569
-73.554537259276	45.53188965	Piste cyclable en site propre	569
-73.5545550476087	45.53188965	Piste cyclable en site propre	569
-73.554591120991	45.53188965	Piste cyclable en site propre	569
-73.5836403701528	45.53188965	Piste cyclable en site propre	580
-73.5833917662583	45.53188965	Piste cyclable en site propre	580
-73.5923146360387	45.53188965	Piste cyclable en site propre	591
-73.5918959340666	45.53188965	Piste cyclable en site propre	591
-73.5918419995159	45.53188965	Piste cyclable en site propre	591
-73.5911730719914	45.53188965	Piste cyclable en site propre	591
-73.5904513474043	45.53188965	Piste cyclable en site propre	591
-73.5890250921529	45.53188965	Piste cyclable en site propre	591
-73.5880928227814	45.53188965	Piste cyclable en site propre	591
-73.5878281485414	45.53188965	Piste cyclable en site propre	591
-73.5872143594956	45.53188965	Piste cyclable en site propre	591
-73.586499206972	45.53188965	Piste cyclable en site propre	591
-73.5940730561844	45.5318630301725	Piste cyclable en site propre	602
-73.5934984583759	45.53188965	Piste cyclable en site propre	602
-73.5929049614174	45.53188965	Piste cyclable en site propre	602
-73.592845832378	45.53188965	Piste cyclable en site propre	602
-73.6013070214943	45.5286413153907	Piste cyclable en site propre	613
-73.6012124665774	45.5286413607125	Piste cyclable en site propre	613
-73.6011148366833	45.5286534612325	Piste cyclable en site propre	613
-73.6008938054826	45.5287080962706	Piste cyclable en site propre	613
-73.6008189136886	45.5287851157943	Piste cyclable en site propre	613
-73.6007535275259	45.5288370740898	Piste cyclable en site propre	613
-73.6006428499184	45.5288835717257	Piste cyclable en site propre	613
-73.600515087173	45.5288892358273	Piste cyclable en site propre	613
-73.6003536122775	45.528853976995	Piste cyclable en site propre	613
-73.6002337451591	45.5288003302936	Piste cyclable en site propre	613
-73.6001392604178	45.5288090721982	Piste cyclable en site propre	613
-73.5999542108726	45.5288951855177	Piste cyclable en site propre	613
-73.5998641212062	45.528937250984	Piste cyclable en site propre	613
-73.5997678079157	45.5289631500391	Piste cyclable en site propre	613
-73.5996089808176	45.5289648339695	Piste cyclable en site propre	613
-73.5994353082643	45.5289592620133	Piste cyclable en site propre	613
-73.5992682923186	45.5290077007677	Piste cyclable en site propre	613
-73.598422511488	45.5292534132849	Piste cyclable en site propre	613
-73.5983404131341	45.5292951334966	Piste cyclable en site propre	613
-73.5982888669431	45.5293481056828	Piste cyclable en site propre	613
-73.6065115681485	45.5285036753729	Piste cyclable en site propre	624
-73.6063267219036	45.5285591776485	Piste cyclable en site propre	624
-73.6061670623002	45.5285907140749	Piste cyclable en site propre	624
-73.6060401504982	45.5285916752414	Piste cyclable en site propre	624
-73.6058568058421	45.5285750904016	Piste cyclable en site propre	624
-73.6055665283346	45.5285349194727	Piste cyclable en site propre	624
-73.6050948035149	45.5284618068283	Piste cyclable en site propre	624
-73.6049832822813	45.5284513080801	Piste cyclable en site propre	624
-73.6047805632789	45.5284478021677	Piste cyclable en site propre	624
-73.6043953872915	45.5284352431032	Piste cyclable en site propre	624
-73.6036926525857	45.5284218688751	Piste cyclable en site propre	624
-73.6033117082023	45.5284223358088	Piste cyclable en site propre	624
-73.6030028199543	45.5284341972794	Piste cyclable en site propre	624
-73.6028135163584	45.5284649118595	Piste cyclable en site propre	624
-73.6025751595016	45.5285035401578	Piste cyclable en site propre	624
-73.6024332643061	45.5285114266176	Piste cyclable en site propre	624
-73.6021724413886	45.5285421605071	Piste cyclable en site propre	624
-73.6017220899963	45.5285839593975	Piste cyclable en site propre	624
-73.5680959413633	45.5288328168949	Sentier polyvalent	635
-73.568052290859	45.5288846308744	Sentier polyvalent	635
-73.5674792040051	45.5295025441491	Sentier polyvalent	635
-73.5673911450092	45.5295715696085	Sentier polyvalent	635
-73.5932715564389	45.53188965	Piste cyclable en site propre	646
-73.5933676938893	45.53188965	Piste cyclable en site propre	646
-73.5934426941959	45.53188965	Piste cyclable en site propre	646
-73.5934756859259	45.53188965	Piste cyclable en site propre	646
-73.593473627221	45.53188965	Piste cyclable en site propre	646
-73.593494255865	45.53188965	Piste cyclable en site propre	646
-73.5935503898913	45.53188965	Piste cyclable en site propre	646
-73.5936633438785	45.53188965	Piste cyclable en site propre	646
-73.5937189654434	45.53188965	Piste cyclable en site propre	646
-73.5939578257396	45.53188965	Piste cyclable en site propre	646
-73.5578230214413	45.49812735	Piste cyclable en site propre	657
-73.5576935803521	45.49812735	Piste cyclable en site propre	657
-73.5575944859839	45.49812735	Piste cyclable en site propre	657
-73.5573633529351	45.49812735	Piste cyclable en site propre	657
-73.5623079611937	45.49812735	Piste cyclable en site propre	668
-73.5627701334283	45.49812735	Piste cyclable en site propre	668
-73.5631343949366	45.49812735	Piste cyclable en site propre	668
-73.5634670636193	45.49812735	Piste cyclable en site propre	668
-73.5637042821496	45.49812735	Piste cyclable en site propre	668
-73.558259200801	45.49812735	Piste cyclable en site propre	676
-73.5584704174186	45.49812735	Piste cyclable en site propre	676
-73.5590155026622	45.49812735	Piste cyclable en site propre	676
-73.5592910344929	45.49812735	Piste cyclable en site propre	676
-73.5593766131202	45.49812735	Piste cyclable en site propre	676
-73.5595913621159	45.49812735	Piste cyclable en site propre	676
-73.5597985429579	45.49812735	Piste cyclable en site propre	676
-73.5601017834488	45.49812735	Piste cyclable en site propre	676
-73.5609726098328	45.49812735	Piste cyclable en site propre	676
-73.5573228589338	45.49812735	Piste cyclable en site propre	677
-73.5575522307298	45.49812735	Piste cyclable en site propre	677
-73.5550121285393	45.49812735	Piste cyclable en site propre	678
-73.554679175644	45.49812735	Piste cyclable en site propre	678
-73.5570922666918	45.49812735	Piste cyclable en site propre	679
-73.5570525378146	45.49812735	Piste cyclable en site propre	679
-73.5570316577176	45.49812735	Piste cyclable en site propre	679
-73.5570006026093	45.49812735	Piste cyclable en site propre	679
-73.556920831018	45.49812735	Piste cyclable en site propre	679
-73.5568731755361	45.49812735	Piste cyclable en site propre	679
-73.5568169596529	45.49812735	Piste cyclable en site propre	679
-73.5567900331819	45.49812735	Piste cyclable en site propre	679
-73.5567557550929	45.49812735	Piste cyclable en site propre	679
-73.5566779253612	45.49812735	Piste cyclable en site propre	679
-73.5527365963512	45.49812735	Piste cyclable en site propre	682
-73.5526230009812	45.49812735	Piste cyclable en site propre	682
-73.5525125601129	45.49812735	Piste cyclable en site propre	682
-73.5523004731197	45.49812735	Piste cyclable en site propre	682
-73.5522353989549	45.49812735	Piste cyclable en site propre	682
-73.5521974699269	45.49812735	Piste cyclable en site propre	682
-73.5521899161213	45.49812735	Piste cyclable en site propre	682
-73.5522097450212	45.49812735	Piste cyclable en site propre	682
-73.5687491136374	45.5231588301482	Piste cyclable en site propre	686
-73.5725119356692	45.5248691165647	Piste cyclable en site propre	686
-73.5725690767956	45.5249148434987	Piste cyclable en site propre	686
-73.5725921464636	45.5249694411809	Piste cyclable en site propre	686
-73.5726417986232	45.5250649520781	Piste cyclable en site propre	686
-73.5727258848751	45.5251491600133	Piste cyclable en site propre	686
-73.5727866730397	45.525223731816	Piste cyclable en site propre	686
-73.5728350514514	45.5253018965912	Piste cyclable en site propre	686
-73.5728862728675	45.5254366529166	Piste cyclable en site propre	686
-73.5729763404293	45.5255977798831	Piste cyclable en site propre	686
-73.5729820810368	45.5256349134892	Piste cyclable en site propre	686
-73.5729795608129	45.5257287920949	Piste cyclable en site propre	686
-73.5729968914855	45.5258295539448	Piste cyclable en site propre	686
-73.5730546118774	45.5260009280416	Piste cyclable en site propre	686
-73.5731171305943	45.5262355768436	Piste cyclable en site propre	686
-73.5731251356548	45.5263199820253	Piste cyclable en site propre	686
-73.5730947129027	45.5264079666361	Piste cyclable en site propre	686
-73.5730446111496	45.5264950216781	Piste cyclable en site propre	686
-73.5728805184856	45.5266791186107	Piste cyclable en site propre	686
-73.5728071503019	45.5267608864645	Piste cyclable en site propre	686
-73.5728056267125	45.5268107370606	Piste cyclable en site propre	686
-73.5728247801076	45.5268426237046	Piste cyclable en site propre	686
-73.5728692890342	45.5268708464722	Piste cyclable en site propre	686
-73.5729679240093	45.5269152795375	Piste cyclable en site propre	686
-73.5522412177722	45.49812735	Piste cyclable en site propre	687
-73.5522789443249	45.49812735	Piste cyclable en site propre	687
-73.5509707061141	45.49812735	Piste cyclable en site propre	696
-73.5509925779207	45.49812735	Piste cyclable en site propre	696
-73.5510250404712	45.49812735	Piste cyclable en site propre	696
-73.551077080881	45.49812735	Piste cyclable en site propre	696
-73.5511903485128	45.49812735	Piste cyclable en site propre	696
-73.5513929930166	45.49812735	Piste cyclable en site propre	696
-73.5514480231968	45.49812735	Piste cyclable en site propre	696
-73.551478501315	45.49812735	Piste cyclable en site propre	696
-73.5515048252995	45.49812735	Piste cyclable en site propre	696
-73.5515308794809	45.49812735	Piste cyclable en site propre	696
-73.5413817	45.5170054065845	Sentier polyvalent	700
-73.5413817	45.5171461988098	Sentier polyvalent	700
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5413817	45.49812735	Sentier polyvalent	709
-73.5564949819548	45.53188965	Sentier polyvalent	720
-73.5564496970735	45.53188965	Sentier polyvalent	720
-73.5562837759927	45.53188965	Sentier polyvalent	720
-73.5558343314894	45.53188965	Sentier polyvalent	720
-73.5553633053633	45.53188965	Sentier polyvalent	720
-73.5548472932528	45.53188965	Sentier polyvalent	720
-73.554617961179	45.53188965	Sentier polyvalent	720
-73.5918249495042	45.5027577516852	Sentier polyvalent	951
-73.5914201233721	45.5030914445829	Sentier polyvalent	951
-73.5908512969863	45.5034139822179	Sentier polyvalent	951
-73.5899821644142	45.5038469077088	Sentier polyvalent	951
-73.589452427192	45.5040130811875	Sentier polyvalent	951
-73.5892103547019	45.5040592570618	Sentier polyvalent	951
-73.5867130441607	45.5104386747881	Sentier polyvalent	952
-73.5864612113321	45.5102397159905	Sentier polyvalent	952
-73.5859976629792	45.509924983877	Sentier polyvalent	952
-73.5853078475109	45.5093044962001	Sentier polyvalent	952
-73.5850606143542	45.5090436283138	Sentier polyvalent	952
-73.584857582055	45.5087481541388	Sentier polyvalent	952
-73.5847640310017	45.5085562503478	Sentier polyvalent	952
-73.5847373804652	45.508328604755	Sentier polyvalent	952
-73.5847051231404	45.5081221455966	Sentier polyvalent	952
-73.5844221775994	45.5074553382439	Sentier polyvalent	952
-73.5844252196158	45.5073334009721	Sentier polyvalent	952
-73.5844900499222	45.5068227669601	Sentier polyvalent	952
-73.5846328129638	45.5061304260553	Sentier polyvalent	952
-73.5847337462436	45.505734730755	Sentier polyvalent	952
-73.5848506366733	45.505327554894	Sentier polyvalent	952
-73.5848798329154	45.5051677588343	Sentier polyvalent	952
-73.5848700671716	45.5050790789571	Sentier polyvalent	952
-73.5847517769845	45.5048054221485	Sentier polyvalent	952
-73.5847562953658	45.5046938942274	Sentier polyvalent	952
-73.5847643383621	45.5046031604469	Sentier polyvalent	952
-73.5848527251658	45.5044363106448	Sentier polyvalent	952
-73.585159595772	45.5041429417998	Sentier polyvalent	952
-73.5853718279024	45.5039391920493	Sentier polyvalent	952
-73.5855612138091	45.503701943698	Sentier polyvalent	952
-73.5858422434099	45.5033499071293	Sentier polyvalent	952
