colour	size	x	y	key	clickSelects	showSelected1	fill
#FCCDE5	16.8930624918817	-73.569649	45.530355	Rachel	Rachel	mai 2012	#FCCDE5
#FCCDE5	17.8366629131541	-73.569649	45.530355	Rachel	Rachel	juin 2012	#FCCDE5
#FCCDE5	18.0606011991917	-73.569649	45.530355	Rachel	Rachel	juillet 2012	#FCCDE5
#FCCDE5	17.3340306094032	-73.569649	45.530355	Rachel	Rachel	août 2012	#FCCDE5
#FCCDE5	16.5539971182869	-73.569649	45.530355	Rachel	Rachel	septembre 2012	#FCCDE5
#FCCDE5	14.6812034261822	-73.569649	45.530355	Rachel	Rachel	octobre 2012	#FCCDE5
#FCCDE5	6.02063537123524	-73.569649	45.530355	Rachel	Rachel	novembre 2012	#FCCDE5
#FCCDE5	5.61865697998356	-73.569649	45.530355	Rachel	Rachel	janvier 2013	#FCCDE5
#FCCDE5	5.71228758650353	-73.569649	45.530355	Rachel	Rachel	février 2013	#FCCDE5
#FCCDE5	7.76926746630211	-73.569649	45.530355	Rachel	Rachel	mars 2013	#FCCDE5
#FCCDE5	13.1837957058986	-73.569649	45.530355	Rachel	Rachel	avril 2013	#FCCDE5
#FCCDE5	17.876820017967	-73.569649	45.530355	Rachel	Rachel	mai 2013	#FCCDE5
#FCCDE5	17.7958077228605	-73.569649	45.530355	Rachel	Rachel	juin 2013	#FCCDE5
#FCCDE5	18.9683155689063	-73.569649	45.530355	Rachel	Rachel	juillet 2013	#FCCDE5
#FCCDE5	18.4970795109834	-73.569649	45.530355	Rachel	Rachel	août 2013	#FCCDE5
#FCCDE5	13.4425249785137	-73.569649	45.530355	Rachel	Rachel	septembre 2013	#FCCDE5
#D9D9D9	6.363622675597	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	janvier 2009	#D9D9D9
#D9D9D9	7.78038288499402	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	février 2009	#D9D9D9
#D9D9D9	11.2102959517106	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	mars 2009	#D9D9D9
#D9D9D9	11.3238006556123	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	avril 2009	#D9D9D9
#D9D9D9	11.8912553299007	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	mai 2009	#D9D9D9
#D9D9D9	12.0965306523631	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	juin 2009	#D9D9D9
#D9D9D9	12.8725142817737	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	juillet 2009	#D9D9D9
#D9D9D9	12.744712487372	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	août 2009	#D9D9D9
#D9D9D9	12.8587299138576	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	septembre 2009	#D9D9D9
#D9D9D9	11.9649613584021	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	octobre 2009	#D9D9D9
#D9D9D9	11.2433178450479	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	novembre 2009	#D9D9D9
#D9D9D9	8.14872493789759	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	décembre 2009	#D9D9D9
#D9D9D9	7.04614568460857	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	janvier 2010	#D9D9D9
#D9D9D9	6.40306380058643	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	février 2010	#D9D9D9
#D9D9D9	8.45245923866998	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	mars 2010	#D9D9D9
#D9D9D9	10.2752146003916	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	avril 2010	#D9D9D9
#D9D9D9	13.4989321336314	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	mai 2010	#D9D9D9
#D9D9D9	12.9817767194662	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	juin 2010	#D9D9D9
#D9D9D9	13.0503013217356	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	juillet 2010	#D9D9D9
#D9D9D9	12.9633687053189	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	août 2010	#D9D9D9
#D9D9D9	12.5977813963874	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	septembre 2010	#D9D9D9
#D9D9D9	11.6074415244552	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	octobre 2010	#D9D9D9
#D9D9D9	8.4578952341845	-73.588882	45.519549	Saint-Urbain	Saint-Urbain	novembre 2010	#D9D9D9
#BC80BD	4.32610303383978	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	février 2013	#BC80BD
#BC80BD	7.13691702346578	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	mars 2013	#BC80BD
#BC80BD	10.8837314739015	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	avril 2013	#BC80BD
#BC80BD	14.0712686361788	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	mai 2013	#BC80BD
#BC80BD	14.05132907275	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	juin 2013	#BC80BD
#BC80BD	15.1080512950662	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	juillet 2013	#BC80BD
#BC80BD	14.9539687894043	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	août 2013	#BC80BD
#BC80BD	11.4333093798515	-73.588832	45.527772	Totem_Laurier	Totem_Laurier	septembre 2013	#BC80BD
#FB8072	10.808751321267	-73.581714	45.513462	du Parc	du Parc	octobre 2010	#FB8072
#FB8072	10.1951906771815	-73.581714	45.513462	du Parc	du Parc	novembre 2010	#FB8072
#FB8072	4.96214286426473	-73.581714	45.513462	du Parc	du Parc	décembre 2010	#FB8072
#FB8072	4.91172840910094	-73.581714	45.513462	du Parc	du Parc	janvier 2011	#FB8072
#FB8072	4.35280918863412	-73.581714	45.513462	du Parc	du Parc	février 2011	#FB8072
#FB8072	6.04038352086578	-73.581714	45.513462	du Parc	du Parc	mars 2011	#FB8072
#FB8072	9.59551844758668	-73.581714	45.513462	du Parc	du Parc	avril 2011	#FB8072
#FB8072	12.5512430545829	-73.581714	45.513462	du Parc	du Parc	mai 2011	#FB8072
#FB8072	14.5007318456745	-73.581714	45.513462	du Parc	du Parc	juin 2011	#FB8072
#FB8072	14.3786101383933	-73.581714	45.513462	du Parc	du Parc	juillet 2011	#FB8072
#FB8072	14.0149128344102	-73.581714	45.513462	du Parc	du Parc	août 2011	#FB8072
#FB8072	14.6778284498286	-73.581714	45.513462	du Parc	du Parc	septembre 2011	#FB8072
#FB8072	12.6728631475415	-73.581714	45.513462	du Parc	du Parc	octobre 2011	#FB8072
#FB8072	5.26112448064817	-73.581714	45.513462	du Parc	du Parc	novembre 2011	#FB8072
#FB8072	4.29498815262972	-73.581714	45.513462	du Parc	du Parc	janvier 2012	#FB8072
#FB8072	4.87861935493303	-73.581714	45.513462	du Parc	du Parc	février 2012	#FB8072
#FB8072	8.0630813797507	-73.581714	45.513462	du Parc	du Parc	mars 2012	#FB8072
#FB8072	10.8770815044664	-73.581714	45.513462	du Parc	du Parc	avril 2012	#FB8072
#FB8072	13.5802936046723	-73.581714	45.513462	du Parc	du Parc	mai 2012	#FB8072
#FB8072	14.1455566772813	-73.581714	45.513462	du Parc	du Parc	juin 2012	#FB8072
#FB8072	14.2731366096781	-73.581714	45.513462	du Parc	du Parc	juillet 2012	#FB8072
#FB8072	14.0088564814676	-73.581714	45.513462	du Parc	du Parc	août 2012	#FB8072
#FB8072	14.1751871542227	-73.581714	45.513462	du Parc	du Parc	septembre 2012	#FB8072
#FB8072	13.0703430601651	-73.581714	45.513462	du Parc	du Parc	octobre 2012	#FB8072
#FB8072	5.46274706323536	-73.581714	45.513462	du Parc	du Parc	novembre 2012	#FB8072
#FB8072	4.43679418558632	-73.581714	45.513462	du Parc	du Parc	janvier 2013	#FB8072
#FB8072	4.57544662191339	-73.581714	45.513462	du Parc	du Parc	février 2013	#FB8072
#FB8072	6.26623335385912	-73.581714	45.513462	du Parc	du Parc	mars 2013	#FB8072
#FB8072	10.7344013632315	-73.581714	45.513462	du Parc	du Parc	avril 2013	#FB8072
#FB8072	13.8741865875881	-73.581714	45.513462	du Parc	du Parc	mai 2013	#FB8072
#FB8072	13.3488704164139	-73.581714	45.513462	du Parc	du Parc	juin 2013	#FB8072
#FB8072	14.0978271802747	-73.581714	45.513462	du Parc	du Parc	juillet 2013	#FB8072
#FB8072	13.6556549472875	-73.581714	45.513462	du Parc	du Parc	août 2013	#FB8072
#FB8072	11.3056998286985	-73.581714	45.513462	du Parc	du Parc	septembre 2013	#FB8072
