colour	x	y	tooltip	clickSelects	showSelected1	PANEL
#FDB462	1287075600	3126.58064516129	96924 cyclists counted at Maisonneuve 2 in 31 days of octobre 2010 (mean 3126 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1289754000	2085.76666666667	62573 cyclists counted at Maisonneuve 2 in 30 days of novembre 2010 (mean 2085 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1292346000	330.41935483871	10243 cyclists counted at Maisonneuve 2 in 31 days of d茅cembre 2010 (mean 330 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1295024400	305.903225806452	9483 cyclists counted at Maisonneuve 2 in 31 days of janvier 2011 (mean 305 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1297702800	271.214285714286	7594 cyclists counted at Maisonneuve 2 in 28 days of f茅vrier 2011 (mean 271 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1300122000	587.41935483871	18210 cyclists counted at Maisonneuve 2 in 31 days of mars 2011 (mean 587 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1302800400	2034.56666666667	61037 cyclists counted at Maisonneuve 2 in 30 days of avril 2011 (mean 2034 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1305392400	4137.74193548387	128270 cyclists counted at Maisonneuve 2 in 31 days of mai 2011 (mean 4137 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1308070800	5905.7	177171 cyclists counted at Maisonneuve 2 in 30 days of juin 2011 (mean 5905 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1310662800	6106.25806451613	189294 cyclists counted at Maisonneuve 2 in 31 days of juillet 2011 (mean 6106 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1313341200	5573.16129032258	172768 cyclists counted at Maisonneuve 2 in 31 days of ao没t 2011 (mean 5573 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1316019600	5666.93333333333	170008 cyclists counted at Maisonneuve 2 in 30 days of septembre 2011 (mean 5666 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1318611600	3630.38709677419	112542 cyclists counted at Maisonneuve 2 in 31 days of octobre 2011 (mean 3630 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1321290000	4193.66666666667	12581 cyclists counted at Maisonneuve 2 in 3 days of novembre 2011 (mean 4193 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1326560400	249.58064516129	7737 cyclists counted at Maisonneuve 2 in 31 days of janvier 2012 (mean 249 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1329238800	352.620689655172	10226 cyclists counted at Maisonneuve 2 in 29 days of f茅vrier 2012 (mean 352 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1331744400	1152.77419354839	35736 cyclists counted at Maisonneuve 2 in 31 days of mars 2012 (mean 1152 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1334422800	2859.53333333333	85786 cyclists counted at Maisonneuve 2 in 30 days of avril 2012 (mean 2859 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1337014800	4987.38709677419	154609 cyclists counted at Maisonneuve 2 in 31 days of mai 2012 (mean 4987 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1339693200	5640.9	169227 cyclists counted at Maisonneuve 2 in 30 days of juin 2012 (mean 5640 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1342285200	5892.67741935484	182673 cyclists counted at Maisonneuve 2 in 31 days of juillet 2012 (mean 5892 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1344963600	5437.29032258065	168556 cyclists counted at Maisonneuve 2 in 31 days of ao没t 2012 (mean 5437 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1347642000	4909.23333333333	147277 cyclists counted at Maisonneuve 2 in 30 days of septembre 2012 (mean 4909 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1350234000	3721.29032258065	115360 cyclists counted at Maisonneuve 2 in 31 days of octobre 2012 (mean 3721 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1352912400	2198.8	10994 cyclists counted at Maisonneuve 2 in 5 days of novembre 2012 (mean 2198 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
#FDB462	1358182800	303.034482758621	8788 cyclists counted at Maisonneuve 2 in 29 days of janvier 2013 (mean 303 cyclists/day)	Maisonneuve 2	Maisonneuve 2	2
