fill	x	y	key	tooltip	showSelectedlegendfill	showSelected1	PANEL
#FEE0D2	2	1	2012-01-02 1	  1 people slightly injured at  ST JEAN BAPTISTE O / AV ROULEAU 2012-01-02 18:35	people slightly injured	janvier 2012	1
#FEE0D2	5	1	2012-01-05 1	  1 people slightly injured at  FOSTER / JANELLE 2012-01-05 21:50	people slightly injured	janvier 2012	1
#FEE0D2	9	1	2012-01-09 1	  1 people slightly injured at  ROSEMONT / DES ERABLES 2012-01-09 21:15	people slightly injured	janvier 2012	1
#FEE0D2	10	1	2012-01-10 1	  1 people slightly injured at  ST ANTOINE / MANSFIELD 2012-01-10 15:40	people slightly injured	janvier 2012	1
#FEE0D2	10	2	2012-01-10 2	  1 people slightly injured at  TASCHEREAU / ANGELE 2012-01-10 0:15	people slightly injured	janvier 2012	1
#FEE0D2	12	1	2012-01-12 1	  1 people slightly injured at 2330 HERRON / LAKE 2012-01-12 15:08	people slightly injured	janvier 2012	1
#FEE0D2	12	2	2012-01-12 2	  1 people slightly injured at   / ST HUBERT ET MARIE ANNE 2012-01-12 23:27	people slightly injured	janvier 2012	1
#A50F15	16	1	2012-01-16 1	1 death,  0 people slightly injured at  CHRISTOPHE COLOMB / ST ZOTIQUE 2012-01-16 18:59	deaths	janvier 2012	1
#FEE0D2	21	1	2012-01-21 1	  1 people slightly injured at 4160 PARC LAFONTAINE / RACHEL 2012-01-21 0:18	people slightly injured	janvier 2012	1
#FEE0D2	25	1	2012-01-25 1	  1 people slightly injured at  MARTEL / BOURGOGNE 2012-01-25 6:54	people slightly injured	janvier 2012	1
#FEE0D2	26	1	2012-01-26 1	  1 people slightly injured at  ISABELLE / RIEL 2012-01-26 8:50	people slightly injured	janvier 2012	1
#FEE0D2	2	1	2012-02-02 1	  1 people slightly injured at 941 ROSE DE LIMA H7E2S7 / CONCORDE 2012-02-02 16:05	people slightly injured	février 2012	1
#FEE0D2	4	1	2012-02-04 1	  1 people slightly injured at  BD STE ANNE / 3E AV 2012-02-04 15:04	people slightly injured	février 2012	1
#FEE0D2	6	1	2012-02-06 1	  1 people slightly injured at  SHERBOOKE / CITY COUNCILLORS 2012-02-06 12:19	people slightly injured	février 2012	1
#FEE0D2	6	2	2012-02-06 2	  1 people slightly injured at 880 CORMIER / HAGGERTY 2012-02-06 12:12	people slightly injured	février 2012	1
#FEE0D2	7	1	2012-02-07 1	  1 people slightly injured at  GIROUARD / N-D DE GRACE 2012-02-07 	people slightly injured	février 2012	1
#FEE0D2	9	1	2012-02-09 1	  1 people slightly injured at  RENE LEVESQUE / UNIVERSITY 2012-02-09 14:15	people slightly injured	février 2012	1
#FEE0D2	10	1	2012-02-10 1	  2 people slightly injured at 70 BD RENE LEVESQUE /  2012-02-10 11:05	people slightly injured	février 2012	1
#FEE0D2	14	1	2012-02-14 1	  1 people slightly injured at 344 GDE COTE O / RENE RONDEAU 2012-02-14 20:25	people slightly injured	février 2012	1
#FEE0D2	16	1	2012-02-16 1	  1 people slightly injured at 7110 BD BOURQUE /  2012-02-16 19:47	people slightly injured	février 2012	1
#FEE0D2	17	1	2012-02-17 1	  1 people slightly injured at  COUSINEAU / ALEXANDRE 2012-02-17 23:30	people slightly injured	février 2012	1
#FEE0D2	18	1	2012-02-18 1	  1 people slightly injured at 2290 BOURGOGNE / LAFONTAINE 2012-02-18 20:20	people slightly injured	février 2012	1
#FEE0D2	21	1	2012-02-21 1	  1 people slightly injured at 120 JACQUES CARTIER E /  2012-02-21 10:49	people slightly injured	février 2012	1
#FEE0D2	21	2	2012-02-21 2	  1 people slightly injured at  CHARTRAND / ST PIERRE 2012-02-21 6:00	people slightly injured	février 2012	1
#FEE0D2	22	1	2012-02-22 1	  1 people slightly injured at  ST HUBERT / LEGENDRE 2012-02-22 16:19	people slightly injured	février 2012	1
#FEE0D2	22	2	2012-02-22 2	  1 people slightly injured at  MELANCON / FILION 2012-02-22 19:04	people slightly injured	février 2012	1
#FEE0D2	23	1	2012-02-23 1	  1 people slightly injured at  TASCHEREAU / AUGUSTE 2012-02-23 13:35	people slightly injured	février 2012	1
#FEE0D2	23	2	2012-02-23 2	  1 people slightly injured at 199 BOIS FRANCS S / JUTRAS E 2012-02-23 11:31	people slightly injured	février 2012	1
#FEE0D2	29	1	2012-02-29 1	  1 people slightly injured at  SHERBROOKE / PARTHENAIS 2012-02-29 13:00	people slightly injured	février 2012	1
#FEE0D2	29	2	2012-02-29 2	  1 people slightly injured at   /  2012-02-29 19:53	people slightly injured	février 2012	1
#FEE0D2	3	1	2012-03-03 1	  1 people slightly injured at  ROSEMONT / ST HUBERT 2012-03-03 15:10	people slightly injured	mars 2012	1
#FEE0D2	4	1	2012-03-04 1	  1 people slightly injured at 810 BD DE LA CHAUDIERE FACE /  2012-03-04 15:00	people slightly injured	mars 2012	1
#FEE0D2	4	2	2012-03-04 2	  1 people slightly injured at  GEORGE / PELLETIER 2012-03-04 19:24	people slightly injured	mars 2012	1
#FEE0D2	5	1	2012-03-05 1	  1 people slightly injured at 357 DES PRAIRIES / FACE 2012-03-05 16:10	people slightly injured	mars 2012	1
#FEE0D2	6	1	2012-03-06 1	  1 people slightly injured at  IBERVILLE / ST JOSEPH 2012-03-06 20:45	people slightly injured	mars 2012	1
#FEE0D2	6	2	2012-03-06 2	  1 people slightly injured at  SEMINAIRE / BERTHIER 2012-03-06 15:15	people slightly injured	mars 2012	1
#FEE0D2	6	3	2012-03-06 3	  1 people slightly injured at  BROMONT / DUVERNAY 2012-03-06 7:30	people slightly injured	mars 2012	1
#FEE0D2	8	1	2012-03-08 1	  1 people slightly injured at  ST ANTOINE / PTE GATINEAU 2012-03-08 21:50	people slightly injured	mars 2012	1
#FEE0D2	8	2	2012-03-08 2	  1 people slightly injured at  VICTORIA / BURTON 2012-03-08 18:05	people slightly injured	mars 2012	1
#FEE0D2	11	1	2012-03-11 1	  1 people slightly injured at  CURE LABELLE / DE LA CANARDIERE 2012-03-11 13:09	people slightly injured	mars 2012	1
#FEE0D2	12	1	2012-03-12 1	  1 people slightly injured at  DU COLLEGE / ALEXIS NIHON 2012-03-12 6:54	people slightly injured	mars 2012	1
#FEE0D2	13	1	2012-03-13 1	  1 people slightly injured at  ST DENIS / CHERRIER 2012-03-13 15:51	people slightly injured	mars 2012	1
#FEE0D2	14	1	2012-03-14 1	  1 people slightly injured at  JEAN TALON / DES ERABLES 2012-03-14 16:49	people slightly injured	mars 2012	1
#FEE0D2	16	1	2012-03-16 1	  1 people slightly injured at  3E AV ET 4E RUE /  2012-03-16 7:30	people slightly injured	mars 2012	1
#FEE0D2	16	2	2012-03-16 2	  1 people slightly injured at 630  /  2012-03-16 19:45	people slightly injured	mars 2012	1
#FB6A4A	16	3	2012-03-16 3	 1 person severely injured, 0 people slightly injured at 3534 12E AV / CH DUPLESSIS 2012-03-16 4:40	people severely injured	mars 2012	1
#FEE0D2	17	1	2012-03-17 1	  1 people slightly injured at 8505 ST MICHEL /  2012-03-17 18:15	people slightly injured	mars 2012	1
#FEE0D2	17	2	2012-03-17 2	  1 people slightly injured at  PRINCIPALE O / CH MILLETTA 2012-03-17 14:48	people slightly injured	mars 2012	1
#FEE0D2	18	1	2012-03-18 1	  1 people slightly injured at 9501 BD GOUIN O /  2012-03-18 15:10	people slightly injured	mars 2012	1
#FEE0D2	18	2	2012-03-18 2	  1 people slightly injured at  BD LASALLE / ST PATRICK 2012-03-18 17:10	people slightly injured	mars 2012	1
#FEE0D2	18	3	2012-03-18 3	  1 people slightly injured at  PAPINEAU / MONT ROYAL 2012-03-18 15:28	people slightly injured	mars 2012	1
#FEE0D2	18	4	2012-03-18 4	  1 people slightly injured at 132 BD PERRON O / MAIN 2012-03-18 15:20	people slightly injured	mars 2012	1
#FEE0D2	18	5	2012-03-18 5	  1 people slightly injured at 30 LACROIX /  2012-03-18 10:15	people slightly injured	mars 2012	1
#FEE0D2	19	1	2012-03-19 1	  1 people slightly injured at  DE BIENVILLE / BERRI 2012-03-19 18:00	people slightly injured	mars 2012	1
#FEE0D2	19	2	2012-03-19 2	  1 people slightly injured at  CH D OKA / GUY 2012-03-19 20:02	people slightly injured	mars 2012	1
#FEE0D2	19	3	2012-03-19 3	  1 people slightly injured at  DU COLLEGE / DESLANDES 2012-03-19 11:45	people slightly injured	mars 2012	1
#FB6A4A	19	4	2012-03-19 4	 1 person severely injured, 0 people slightly injured at 6952 BD BOURQUE /  2012-03-19 8:22	people severely injured	mars 2012	1
#FEE0D2	20	1	2012-03-20 1	  1 people slightly injured at  LAURIER E / ST DENIS 2012-03-20 21:00	people slightly injured	mars 2012	1
#FEE0D2	20	2	2012-03-20 2	  1 people slightly injured at  GOUIN / PIGEON 2012-03-20 13:34	people slightly injured	mars 2012	1
#FEE0D2	20	3	2012-03-20 3	  1 people slightly injured at 0 CABANA / DESJARDINS N 2012-03-20 7:59	people slightly injured	mars 2012	1
#FEE0D2	20	4	2012-03-20 4	  1 people slightly injured at  20E AV / PISTE CYCLABLE 2012-03-20 14:04	people slightly injured	mars 2012	1
#FEE0D2	20	5	2012-03-20 5	  1 people slightly injured at  BD JUTRAS O / CARTIER 2012-03-20 19:00	people slightly injured	mars 2012	1
#FEE0D2	21	1	2012-03-21 1	  1 people slightly injured at   / SHERBROOKE O ET N-D DE GRACE 2012-03-21 17:30	people slightly injured	mars 2012	1
#FEE0D2	21	2	2012-03-21 2	  1 people slightly injured at  ST HUBERT / ONTARIO 2012-03-21 2:45	people slightly injured	mars 2012	1
#FEE0D2	21	3	2012-03-21 3	  1 people slightly injured at  MAISONNEUVE / ST DENIS 2012-03-21 15:20	people slightly injured	mars 2012	1
#FEE0D2	21	4	2012-03-21 4	  1 people slightly injured at  ROUSSELOT / JARRY 2012-03-21 16:24	people slightly injured	mars 2012	1
#FEE0D2	21	5	2012-03-21 5	  1 people slightly injured at  BELLECHASSE / ST LAURENT 2012-03-21 18:15	people slightly injured	mars 2012	1
#FEE0D2	21	6	2012-03-21 6	  1 people slightly injured at  LAURIER E / BERRI 2012-03-21 	people slightly injured	mars 2012	1
#FEE0D2	21	7	2012-03-21 7	  1 people slightly injured at  AUDOIN / PRIEUR 2012-03-21 21:47	people slightly injured	mars 2012	1
#FEE0D2	21	8	2012-03-21 8	  1 people slightly injured at  MONTGOLFIER / N-D 2012-03-21 17:20	people slightly injured	mars 2012	1
#FEE0D2	21	9	2012-03-21 9	  1 people slightly injured at 1603 RENE GAUTHIER /  2012-03-21 18:40	people slightly injured	mars 2012	1
#FEE0D2	21	10	2012-03-21 10	  1 people slightly injured at  STE ANNE / RICHARD 2012-03-21 0:38	people slightly injured	mars 2012	1
#FEE0D2	21	11	2012-03-21 11	  1 people slightly injured at 220 DE LA SEIGNEURIE O /  2012-03-21 18:00	people slightly injured	mars 2012	1
#FB6A4A	21	12	2012-03-21 12	 1 person severely injured, 0 people slightly injured at  LAURENTIEN / LOUISBOURG 2012-03-21 8:55	people severely injured	mars 2012	1
#FEE0D2	22	1	2012-03-22 1	  1 people slightly injured at  BLEURY / GAUCHETIERE O 2012-03-22 8:41	people slightly injured	mars 2012	1
#FEE0D2	22	2	2012-03-22 2	  1 people slightly injured at   / RACHEL ET HOGAN 2012-03-22 7:54	people slightly injured	mars 2012	1
#FEE0D2	22	3	2012-03-22 3	  1 people slightly injured at  JEAN TALON / BD LACORDAIRE 2012-03-22 12:15	people slightly injured	mars 2012	1
#FEE0D2	22	4	2012-03-22 4	  1 people slightly injured at  LAKESHORE / MORGAN 2012-03-22 12:45	people slightly injured	mars 2012	1
#FEE0D2	22	5	2012-03-22 5	  1 people slightly injured at  BD HARVEY / ST JACQUES 2012-03-22 16:55	people slightly injured	mars 2012	1
#FEE0D2	22	6	2012-03-22 6	  1 people slightly injured at  BELANGER / BD MAURICE 2012-03-22 10:16	people slightly injured	mars 2012	1
#FEE0D2	23	1	2012-03-23 1	  1 people slightly injured at 1984 ST ZOTIQUE E /  2012-03-23 7:58	people slightly injured	mars 2012	1
#FEE0D2	23	2	2012-03-23 2	  1 people slightly injured at  BD ROBIN / 13E RUE 2012-03-23 20:15	people slightly injured	mars 2012	1
#FEE0D2	23	3	2012-03-23 3	  1 people slightly injured at 1125 BD ST RENE O / GREBER 2012-03-23 10:38	people slightly injured	mars 2012	1
#FEE0D2	23	4	2012-03-23 4	  1 people slightly injured at  JEAN PAUL VINCENT / DE LA PROVINCE 2012-03-23 16:30	people slightly injured	mars 2012	1
#FEE0D2	23	5	2012-03-23 5	  1 people slightly injured at  BD CHANTAL / DION 2012-03-23 17:30	people slightly injured	mars 2012	1
#FEE0D2	23	6	2012-03-23 6	  1 people slightly injured at 1250 RG PETIT ST ESPRIT /  2012-03-23 16:40	people slightly injured	mars 2012	1
#FEE0D2	24	1	2012-03-24 1	  1 people slightly injured at   / COTE STE CATHERINE ET DAVAAR 2012-03-24 17:50	people slightly injured	mars 2012	1
#FEE0D2	24	2	2012-03-24 2	  1 people slightly injured at 368 MT ROYAL E / ST DENIS 2012-03-24 13:45	people slightly injured	mars 2012	1
#FEE0D2	25	1	2012-03-25 1	  1 people slightly injured at  DU BARRY / PIERRE LAFONTAINE 2012-03-25 12:56	people slightly injured	mars 2012	1
#FEE0D2	25	2	2012-03-25 2	  1 people slightly injured at 600 BD DES SEIGNEURS /  2012-03-25 19:30	people slightly injured	mars 2012	1
#FEE0D2	25	3	2012-03-25 3	  1 people slightly injured at   / RG POINT DU JOUR N 2012-03-25 14:01	people slightly injured	mars 2012	1
#FEE0D2	25	4	2012-03-25 4	  1 people slightly injured at  STE ANNE / TURCOT 2012-03-25 16:09	people slightly injured	mars 2012	1
#FEE0D2	25	5	2012-03-25 5	  1 people slightly injured at 1609 ROGER GOULET / JOSEPH ALBERT CONTANT 2012-03-25 15:10	people slightly injured	mars 2012	1
#FEE0D2	27	1	2012-03-27 1	  1 people slightly injured at 700 ATWATER /  2012-03-27 16:54	people slightly injured	mars 2012	1
#FEE0D2	27	2	2012-03-27 2	  1 people slightly injured at 1967 MT ROYAL OPP / BORDEAU 2012-03-27 17:00	people slightly injured	mars 2012	1
#FEE0D2	28	1	2012-03-28 1	  1 people slightly injured at  BEAUBIEN / ST DOMINIQUE 2012-03-28 	people slightly injured	mars 2012	1
#FEE0D2	29	1	2012-03-29 1	  1 people slightly injured at   / MONKLAND ET WALKLEY 2012-03-29 9:05	people slightly injured	mars 2012	1
#FEE0D2	29	2	2012-03-29 2	  1 people slightly injured at  RENE LEVESQUE / BEAUDRY 2012-03-29 8:50	people slightly injured	mars 2012	1
#FEE0D2	30	1	2012-03-30 1	  1 people slightly injured at  SHERBROOKE / BERRY 2012-03-30 3:35	people slightly injured	mars 2012	1
#FEE0D2	30	2	2012-03-30 2	  1 people slightly injured at  LASALLE / CHAMPLAIN 2012-03-30 18:50	people slightly injured	mars 2012	1
#FEE0D2	30	3	2012-03-30 3	  1 people slightly injured at  ALEXANDRE DE SEVE / LAFONTAINE 2012-03-30 15:42	people slightly injured	mars 2012	1
#FEE0D2	30	4	2012-03-30 4	  1 people slightly injured at   /  2012-03-30 12:00	people slightly injured	mars 2012	1
#FEE0D2	30	5	2012-03-30 5	  1 people slightly injured at 1950 CH DU FER A CHEVAL / DU PONCEAU 2012-03-30 16:40	people slightly injured	mars 2012	1
#FEE0D2	30	6	2012-03-30 6	  1 people slightly injured at 3055 CH D OKA / 25E AV 2012-03-30 21:23	people slightly injured	mars 2012	1
#FEE0D2	31	1	2012-03-31 1	  1 people slightly injured at  RACHEL / MENTANA 2012-03-31 13:45	people slightly injured	mars 2012	1
#FEE0D2	31	2	2012-03-31 2	  1 people slightly injured at  CHARLES HUOT / EUGENE FISET 2012-03-31 9:35	people slightly injured	mars 2012	1
#FEE0D2	1	1	2012-04-01 1	  1 people slightly injured at  HENRI JULIEN / GILFORD 2012-04-01 3:00	people slightly injured	avril 2012	1
#FEE0D2	1	2	2012-04-01 2	  1 people slightly injured at 12260 1RE AV /  2012-04-01 12:00	people slightly injured	avril 2012	1
#FEE0D2	1	3	2012-04-01 3	  1 people slightly injured at  GINCE / MASSE 2012-04-01 15:15	people slightly injured	avril 2012	1
#FEE0D2	3	1	2012-04-03 1	  1 people slightly injured at 4000 ST DENIS / PRES DE ROY 2012-04-03 17:25	people slightly injured	avril 2012	1
#FEE0D2	3	2	2012-04-03 2	  1 people slightly injured at  PATRICK FARRAR / SAMUEL HATT 2012-04-03 6:30	people slightly injured	avril 2012	1
#FEE0D2	3	3	2012-04-03 3	  1 people slightly injured at  BD DES SEIGNEURS / DE CLORIDAN 2012-04-03 16:45	people slightly injured	avril 2012	1
#FEE0D2	3	4	2012-04-03 4	  1 people slightly injured at 230 DU PONT /  2012-04-03 14:33	people slightly injured	avril 2012	1
#FEE0D2	3	5	2012-04-03 5	  1 people slightly injured at 1625 RTE MARIE VICTORIN /  2012-04-03 7:00	people slightly injured	avril 2012	1
#FEE0D2	4	1	2012-04-04 1	  1 people slightly injured at 209 LAURIER E / HOTEL DE VILLE 2012-04-04 10:33	people slightly injured	avril 2012	1
#FEE0D2	4	2	2012-04-04 2	  1 people slightly injured at   / 116 ROBERT 2012-04-04 21:28	people slightly injured	avril 2012	1
#FEE0D2	4	3	2012-04-04 3	  1 people slightly injured at  VILLENEUVE / KARYN 2012-04-04 14:45	people slightly injured	avril 2012	1
#FEE0D2	5	1	2012-04-05 1	  1 people slightly injured at  ATWATER / DE MAISONNEUVE O 2012-04-05 13:10	people slightly injured	avril 2012	1
#FEE0D2	5	2	2012-04-05 2	  1 people slightly injured at  DE CHAMPLAIN / FONTAINE 2012-04-05 13:25	people slightly injured	avril 2012	1
#FEE0D2	5	3	2012-04-05 3	  1 people slightly injured at  CHRISTOPHE COLOMB / EMILE JOURNAULT 2012-04-05 16:38	people slightly injured	avril 2012	1
#FEE0D2	5	4	2012-04-05 4	  1 people slightly injured at 8930 PIE IX /  2012-04-05 17:25	people slightly injured	avril 2012	1
#FEE0D2	5	5	2012-04-05 5	  1 people slightly injured at  ST JOSEPH / CHABOT 2012-04-05 17:25	people slightly injured	avril 2012	1
#FEE0D2	5	6	2012-04-05 6	  1 people slightly injured at  RACHEL / CLARK 2012-04-05 16:56	people slightly injured	avril 2012	1
#FEE0D2	6	1	2012-04-06 1	  1 people slightly injured at 63 DE CAZAUX /  2012-04-06 11:10	people slightly injured	avril 2012	1
#FEE0D2	6	2	2012-04-06 2	  1 people slightly injured at  BD HAMEL / BD MASSON 2012-04-06 18:00	people slightly injured	avril 2012	1
#FEE0D2	6	3	2012-04-06 3	  1 people slightly injured at  DU PONT / CLAUDE DE RAMEZAY 2012-04-06 21:40	people slightly injured	avril 2012	1
#FEE0D2	7	1	2012-04-07 1	  1 people slightly injured at 1521 JOLICOEUR /  2012-04-07 10:44	people slightly injured	avril 2012	1
#FEE0D2	7	2	2012-04-07 2	  1 people slightly injured at  AV SALAERRY / BD PERIGNY 2012-04-07 11:30	people slightly injured	avril 2012	1
#FEE0D2	7	3	2012-04-07 3	  1 people slightly injured at 153 PRINCIPALE /  2012-04-07 13:25	people slightly injured	avril 2012	1
#FEE0D2	8	1	2012-04-08 1	  1 people slightly injured at  STANLEY / SHERBROOKE O 2012-04-08 16:50	people slightly injured	avril 2012	1
#FEE0D2	8	2	2012-04-08 2	  1 people slightly injured at 100 N-D E /  2012-04-08 19:45	people slightly injured	avril 2012	1
#FEE0D2	9	1	2012-04-09 1	  1 people slightly injured at  ST LOUIS / REMILLARD 2012-04-09 20:05	people slightly injured	avril 2012	1
#FB6A4A	9	2	2012-04-09 2	 1 person severely injured, 0 people slightly injured at  COURONNE / DE LA REINE 2012-04-09 12:04	people severely injured	avril 2012	1
#FEE0D2	10	1	2012-04-10 1	  1 people slightly injured at 4755 BD STE ROSE FACE AU / 47E AV 2012-04-10 13:55	people slightly injured	avril 2012	1
#FEE0D2	10	2	2012-04-10 2	  1 people slightly injured at 135 MONTBRUN /  2012-04-10 20:40	people slightly injured	avril 2012	1
#FEE0D2	10	3	2012-04-10 3	  1 people slightly injured at 161 VAILLANCOURT / STIE D UN STAT 2012-04-10 11:35	people slightly injured	avril 2012	1
#FEE0D2	10	4	2012-04-10 4	  1 people slightly injured at  AUT DE LA CAPITALE / BRET ST DAVID 2012-04-10 15:50	people slightly injured	avril 2012	1
#FEE0D2	11	1	2012-04-11 1	  1 people slightly injured at  MICHEL FRAGASSO / BD WILFRID HAMEL 2012-04-11 8:42	people slightly injured	avril 2012	1
#FEE0D2	13	1	2012-04-13 1	  1 people slightly injured at 251 BD DES LAURENTIDES / MEUNIER 2012-04-13 17:30	people slightly injured	avril 2012	1
#FEE0D2	13	2	2012-04-13 2	  1 people slightly injured at 825 DES JONQUILLES /  2012-04-13 7:25	people slightly injured	avril 2012	1
#FEE0D2	13	3	2012-04-13 3	  1 people slightly injured at 2229 LARUE /  2012-04-13 18:31	people slightly injured	avril 2012	1
#FEE0D2	14	1	2012-04-14 1	  1 people slightly injured at  SHERBROOKE O / STANLEY 2012-04-14 	people slightly injured	avril 2012	1
#FEE0D2	14	2	2012-04-14 2	  1 people slightly injured at  BD VIAU / JEAN RIVARD 2012-04-14 17:30	people slightly injured	avril 2012	1
#FEE0D2	14	3	2012-04-14 3	  1 people slightly injured at  FORSYTH ET DE LA ROUSSELIERE /  2012-04-14 10:40	people slightly injured	avril 2012	1
#FEE0D2	14	4	2012-04-14 4	  1 people slightly injured at  CLEMATITES / MUSCARIS 2012-04-14 13:51	people slightly injured	avril 2012	1
#FEE0D2	14	5	2012-04-14 5	  1 people slightly injured at  DES FORGES / COTE LAFLECHE 2012-04-14 16:50	people slightly injured	avril 2012	1
#FEE0D2	14	6	2012-04-14 6	  1 people slightly injured at  LEGER / DENISON 2012-04-14 14:45	people slightly injured	avril 2012	1
#FEE0D2	14	7	2012-04-14 7	  1 people slightly injured at  NOBERT / VICTORIA 2012-04-14 14:30	people slightly injured	avril 2012	1
#FEE0D2	15	1	2012-04-15 1	  1 people slightly injured at   / RACHEL ET DELORIMIER 2012-04-15 17:00	people slightly injured	avril 2012	1
#FEE0D2	15	2	2012-04-15 2	  1 people slightly injured at  ST PATRICE O / VICTORIA 2012-04-15 16:15	people slightly injured	avril 2012	1
#FEE0D2	15	3	2012-04-15 3	  1 people slightly injured at 820 BD L ASSOMPTION /  2012-04-15 14:15	people slightly injured	avril 2012	1
#FEE0D2	15	4	2012-04-15 4	  1 people slightly injured at  HOLLAND / RENE LEVESQUE O 2012-04-15 13:30	people slightly injured	avril 2012	1
#FEE0D2	15	5	2012-04-15 5	  1 people slightly injured at 3200 LAFRAMBOISE /  2012-04-15 16:00	people slightly injured	avril 2012	1
#FEE0D2	16	1	2012-04-16 1	  1 people slightly injured at  MAISONNEUVE O / CLAREMONT 2012-04-16 15:57	people slightly injured	avril 2012	1
#FEE0D2	16	2	2012-04-16 2	  1 people slightly injured at  COTE STE CATHERINE / MC EACHRAN 2012-04-16 16:08	people slightly injured	avril 2012	1
#FEE0D2	16	3	2012-04-16 3	  1 people slightly injured at  CREMAZIE O / JEANNE MANCE 2012-04-16 6:57	people slightly injured	avril 2012	1
#FEE0D2	16	4	2012-04-16 4	  1 people slightly injured at  STE GERTRUDE / AMOS 2012-04-16 17:15	people slightly injured	avril 2012	1
#FEE0D2	16	5	2012-04-16 5	  1 people slightly injured at  DUFFERIN / ST ANDRE 2012-04-16 20:02	people slightly injured	avril 2012	1
#FEE0D2	16	6	2012-04-16 6	  1 people slightly injured at  PRICE / BD DU ROYAUME 2012-04-16 17:01	people slightly injured	avril 2012	1
#FEE0D2	16	7	2012-04-16 7	  1 people slightly injured at  BD ROBERT BOURASSA / BD HOCHELAGA 2012-04-16 14:15	people slightly injured	avril 2012	1
#FEE0D2	16	8	2012-04-16 8	  1 people slightly injured at 4534 BD ST JOSEPH / STIE STAT PHARMACIE JEAN COUTU 2012-04-16 12:16	people slightly injured	avril 2012	1
#FEE0D2	17	1	2012-04-17 1	  1 people slightly injured at  BERRI / ONTARIO 2012-04-17 13:00	people slightly injured	avril 2012	1
#FEE0D2	17	2	2012-04-17 2	  1 people slightly injured at  VILLERAY / LANAUDIERE 2012-04-17 13:00	people slightly injured	avril 2012	1
#FEE0D2	17	3	2012-04-17 3	  1 people slightly injured at  LAURIER / FABRE 2012-04-17 18:20	people slightly injured	avril 2012	1
#FEE0D2	17	4	2012-04-17 4	  1 people slightly injured at  GDE COTE / 9IEME AV 2012-04-17 21:27	people slightly injured	avril 2012	1
#FEE0D2	17	5	2012-04-17 5	  1 people slightly injured at  DU CHEF / MONTAGNE E 2012-04-17 18:15	people slightly injured	avril 2012	1
#FEE0D2	17	6	2012-04-17 6	  1 people slightly injured at  BD LAURIER O / BOURGET 2012-04-17 8:00	people slightly injured	avril 2012	1
#FB6A4A	17	7	2012-04-17 7	 1 person severely injured, 0 people slightly injured at  RTE / PETITE NORAIE 2012-04-17 20:09	people severely injured	avril 2012	1
#FEE0D2	18	1	2012-04-18 1	  1 people slightly injured at  SHERBROOKE O / MARLOWE 2012-04-18 8:30	people slightly injured	avril 2012	1
#FEE0D2	18	2	2012-04-18 2	  1 people slightly injured at  20E AV / PISTE CYCLABLE 2012-04-18 11:43	people slightly injured	avril 2012	1
#FEE0D2	18	3	2012-04-18 3	  1 people slightly injured at 3075 QUATRE BOURGEOIS / HENRI IV 2012-04-18 6:50	people slightly injured	avril 2012	1
#FEE0D2	18	4	2012-04-18 4	  1 people slightly injured at  QBOURG ET MAINGUY /  2012-04-18 8:15	people slightly injured	avril 2012	1
#FEE0D2	19	1	2012-04-19 1	  1 people slightly injured at  GOUIN / FOX 2012-04-19 17:35	people slightly injured	avril 2012	1
#FEE0D2	19	2	2012-04-19 2	  1 people slightly injured at  ST VIATEUR / ST URBAIN 2012-04-19 14:38	people slightly injured	avril 2012	1
#FEE0D2	19	3	2012-04-19 3	  1 people slightly injured at  ALEXANDRA / QUEEN 2012-04-19 15:57	people slightly injured	avril 2012	1
#FEE0D2	19	4	2012-04-19 4	  1 people slightly injured at  NOEL / MARCEL 2012-04-19 17:13	people slightly injured	avril 2012	1
#FEE0D2	19	5	2012-04-19 5	  1 people slightly injured at  ST ANTOINE / DUCLOS 2012-04-19 12:40	people slightly injured	avril 2012	1
#FEE0D2	20	1	2012-04-20 1	  1 people slightly injured at  ALPHONSE D ROY / N-D 2012-04-20 10:55	people slightly injured	avril 2012	1
#FEE0D2	20	2	2012-04-20 2	  1 people slightly injured at  RACHEL / PAPINEAU 2012-04-20 19:02	people slightly injured	avril 2012	1
#FEE0D2	20	3	2012-04-20 3	  1 people slightly injured at  LAVAL / NAPOLEON 2012-04-20 22:40	people slightly injured	avril 2012	1
#FEE0D2	20	4	2012-04-20 4	  1 people slightly injured at  BD CURE LABELLE / JAGUIN 2012-04-20 17:40	people slightly injured	avril 2012	1
#FEE0D2	20	5	2012-04-20 5	  1 people slightly injured at 5237 WILFRID HAMEL /  2012-04-20 12:00	people slightly injured	avril 2012	1
#FEE0D2	21	1	2012-04-21 1	  1 people slightly injured at  DOLLARD / LAPLANTE 2012-04-21 23:23	people slightly injured	avril 2012	1
#FEE0D2	21	2	2012-04-21 2	  1 people slightly injured at   / BERRI ET ONTARIO 2012-04-21 18:54	people slightly injured	avril 2012	1
#FEE0D2	21	3	2012-04-21 3	  1 people slightly injured at  JEAN TALON / CLARK 2012-04-21 23:40	people slightly injured	avril 2012	1
#FEE0D2	21	4	2012-04-21 4	  1 people slightly injured at 250 BRIEN /  2012-04-21 15:50	people slightly injured	avril 2012	1
#FEE0D2	21	5	2012-04-21 5	  1 people slightly injured at 237 DE ST JOVITE /  2012-04-21 15:00	people slightly injured	avril 2012	1
